conglome,vivienda,hogar,codperso,ocupinf_t1,ocupinf_t2,sexo,edad,estadocivil,tuvotrabajo,categoria_trabajador,trabajopara,registrosunat,cuentassunat,tipocontrato,numpersonastrabajo,tuvootrotrabajo,normtrabaja,horas_normtrabaja,disponiblehorastrabajar,deseaotrotrabajo,antepasadosconsidera,perteneceindig,lenguamaterna,niveleduc,asiste_educ,usointernet,viviadistrito,padece_enfer,sintoma_malestar,enfermedad,recaida,accidente,notuvoenf,essalud,seguroprivado,eps,seguroffaa,sis,tipovivienda,materialparedes,materialpisos,materialtechos,habitaciones,habitacionesdormir,vivienda_status,viviendatitulo,agua_procedencia,agua_potable,conexionsshh,electricidad,celular,internet,personas_ingresos,personas_hogar,pobreza,periodo,status_inf,tiempotrabajo,alquiler,horastotales_sempasada,ingtrabw
000387,004,11,04,2,2,1,24,6,1,3,6,1,1,2,5,2,1,60,2,2,6,2,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,4,7,4,4,2,1,6,99,2,1,2,2,1,1,4,5,3,2014-2015,0,.25,150,60,27063
000387,090,11,02,2,2,2,74,2,1,1,99,2,2,99,1,1,1,58,2,2,6,2,4,6,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,2,5,4,4,2,2,1,1,1,1,1,0,1,1,2,3,2014-2015,0,40,1000,58,32389
000390,092,11,01,2,1,1,66,5,1,2,99,2,2,99,1,2,1,10,2,2,6,2,4,8,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,2,1,1,3,3,3,2014-2015,1,25,600,10,9374
000390,092,11,02,2,2,1,35,2,1,4,6,1,1,2,5,2,1,84,2,2,6,1,4,7,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,2,1,1,3,3,3,2014-2015,0,.5,600,84,34845.391
000390,092,11,03,2,2,2,35,2,1,3,2,99,99,6,5,2,1,45,2,2,7,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,5,3,2,1,1,1,1,2,1,1,3,3,3,2014-2015,0,.083333336,600,45,16844.063
000390,102,11,01,2,2,2,63,1,1,2,99,2,2,99,1,2,1,91,2,2,6,2,4,4,2,2,1,1,0,0,0,0,1,2,2,2,2,1,1,1,3,1,3,2,2,1,1,1,1,1,1,0,2,2,3,2014-2015,0,.58333331,400,91,12231.537
000397,029,11,01,2,2,1,43,1,1,4,6,3,1,2,3,2,1,42,1,,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,2,1,1,4,5,3,2014-2015,0,.16666667,150,42,24946
000398,067,11,02,2,2,1,30,6,1,3,6,1,1,2,5,2,1,46,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,4,1,2,1,4,2,2,1,2,1,2,2,1,1,3,3,3,2014-2015,0,.5,500,46,20910
000398,088,11,01,2,2,1,53,2,1,3,2,99,99,1,5,2,1,24,1,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,6,99,1,1,1,1,1,1,3,4,3,2014-2015,0,22,300,24,15937
000398,088,11,02,2,2,2,46,2,1,3,2,99,99,1,5,1,1,31,1,2,1,1,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,3,6,99,1,1,1,1,1,1,3,4,3,2014-2015,0,24,300,31,14976
000404,007,11,01,2,2,1,31,6,1,3,2,99,99,1,5,2,1,24,2,2,2,1,2,11,1,1,1,2,0,0,0,1,0,1,2,2,2,2,1,1,5,4,3,2,2,1,1,1,1,1,1,1,1,1,3,2014-2015,0,5,100,24,39846
000404,033,11,03,2,2,2,31,6,1,3,2,99,99,2,5,2,1,24,2,2,6,2,4,11,1,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,6,4,2,1,1,1,1,2,1,1,2,4,3,2014-2015,0,1,500,24,14319
000404,107,11,01,2,2,1,59,2,1,3,6,1,1,7,1,1,1,66,2,2,2,1,2,4,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,3,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,40,500,66,26282
000408,022,11,02,2,2,1,44,6,1,4,6,1,1,2,1,2,1,45,2,2,6,2,4,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,4,3,2,1,1,1,1,1,1,1,4,4,3,2014-2015,0,3,350,45,23888
000408,068,11,02,2,1,1,42,6,1,2,99,2,2,99,1,2,1,72,2,2,8,2,4,10,2,1,1,2,0,0,0,0,1,2,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,0,2,2,3,2014-2015,1,10,200,72,31114
000408,080,11,04,2,2,1,35,1,1,4,6,2,1,2,1,2,1,54,2,2,6,2,4,8,2,1,2,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,3,6,3,2014-2015,0,.083333336,300,54,18716
000408,102,11,01,2,2,2,39,3,1,3,2,99,99,2,5,1,1,48,2,2,1,2,1,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,4,1,1,6,99,1,1,1,2,1,1,3,3,3,2014-2015,0,4,200,48,13407
000410,067,11,03,2,2,1,27,6,1,4,6,1,1,2,4,2,1,60,2,1,6,2,4,7,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,4,8,3,2014-2015,0,.16666667,500,60,30550
000410,067,11,06,2,2,1,31,2,1,4,6,1,1,2,4,2,1,60,2,1,6,2,4,7,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,4,8,3,2014-2015,0,.16666667,500,60,33675
000410,079,11,01,2,2,1,47,2,1,3,2,99,99,1,5,2,1,35,2,2,6,2,1,8,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,6,3,2,1,1,1,1,1,1,1,4,4,3,2014-2015,0,26,800,35,20541
000410,099,11,01,2,2,1,39,2,1,3,6,1,1,1,5,2,2,84,2,1,1,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,2,1,2,1,1,1,1,1,1,1,1,5,3,2014-2015,0,4,200,24,48012
000413,006,11,02,2,2,2,56,2,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2014-2015,0,20,1000,30,22829
000413,006,11,03,2,1,1,38,6,1,4,6,1,1,2,5,2,1,48,2,2,6,2,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2014-2015,1,1,1000,48,16131
000413,006,11,04,2,2,1,33,6,1,3,2,99,99,6,5,2,1,35,2,2,1,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2014-2015,0,4,1000,35,19410
000413,006,11,05,2,2,1,27,6,1,1,99,2,2,99,1,2,1,26,2,2,1,1,4,9,2,1,1,1,0,0,0,0,1,2,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,5,3,2014-2015,0,.25,1000,26,4660
000415,084,11,01,2,2,1,58,1,1,2,99,1,1,99,1,2,1,75,2,2,1,3,1,6,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,0,1,4,3,2014-2015,0,5,150,75,29634
000415,093,11,03,2,2,2,30,6,1,3,5,1,1,2,4,2,1,46,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,0,3,4,3,2014-2015,0,6,300,46,18214
000416,036,11,02,2,2,2,31,6,2,3,6,1,1,2,5,2,2,54,2,1,6,1,4,6,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,2,1,4,3,1,99,1,1,1,2,1,1,2,2,3,2014-2015,0,1.75,700,0,15815
000416,087,11,01,2,2,1,47,1,1,4,6,1,1,2,5,2,2,60,2,2,5,3,4,6,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,2,2,2,3,1,1,1,2,1,1,3,4,3,2014-2015,0,.083333336,400,54,52966
000421,009,11,03,2,2,1,26,6,1,3,6,1,1,2,1,2,1,48,2,2,5,2,4,8,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,5,3,2,2,1,1,1,1,1,1,3,4,3,2014-2015,0,2,1500,48,15017.777
000421,009,11,04,2,2,1,24,6,1,3,6,1,1,2,5,2,1,19,2,2,4,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,2,1,5,3,2,2,1,1,1,1,1,1,3,4,3,2014-2015,0,1.25,1500,19,37850
000421,050,11,01,2,2,1,59,2,2,3,2,99,99,1,5,2,2,48,2,2,6,2,4,9,2,2,1,1,0,0,0,0,1,1,2,2,2,2,3,2,5,1,3,2,2,1,1,1,1,1,1,0,2,3,3,2014-2015,0,27,0,0,10441
000427,005,11,01,2,2,1,43,2,1,4,6,1,1,7,5,2,1,60,1,2,1,2,1,6,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,5,3,2,1,1,1,1,1,1,1,2,6,3,2014-2015,0,1,500,60,29890
000427,040,11,01,2,1,1,53,2,1,4,5,1,1,2,4,2,1,54,2,2,1,3,4,6,2,2,1,1,0,0,1,0,0,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,5,6,3,2014-2015,1,.66666669,300,54,23119
000427,040,11,03,2,2,1,30,6,1,3,5,1,1,2,5,2,1,60,2,2,1,3,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,5,6,3,2014-2015,0,2,300,60,15888
000427,040,11,06,2,1,1,27,2,1,3,6,1,1,2,5,2,1,72,2,2,1,2,4,9,1,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,5,4,2,1,1,1,1,1,1,1,5,6,3,2014-2015,1,.25,300,72,44066
000427,069,11,02,2,1,2,34,2,1,4,6,1,1,7,3,2,1,48,1,,8,3,1,5,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,1,0,2,2,1,1,1,1,1,0,2,6,2,2014-2015,1,4,0,48,12833
000432,114,11,01,2,2,1,42,1,1,1,99,2,2,99,1,2,1,78,2,2,1,2,1,5,2,2,1,2,1,0,0,0,0,2,2,2,2,2,1,1,3,1,5,3,2,1,1,1,3,1,1,0,1,4,3,2014-2015,0,5,450,78,19408
000434,035,11,02,2,2,1,22,6,1,4,5,1,1,2,4,2,2,48,2,2,5,2,4,6,2,1,1,2,0,1,0,0,0,1,2,2,2,2,1,1,1,1,3,3,2,1,1,1,1,1,1,0,4,5,3,2014-2015,0,1.0833334,100,60,17865
000434,035,11,03,2,2,2,30,1,1,4,6,1,1,2,5,2,1,48,1,2,6,2,4,6,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,1,1,3,3,2,1,1,1,1,1,1,0,4,5,3,2014-2015,0,8,100,48,39492
000435,055,11,01,2,2,1,45,1,1,4,2,99,99,6,5,2,1,70,1,,1,1,1,4,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,2,5,4,3,2,2,2,1,1,1,1,1,0,4,4,3,2014-2015,0,7,50,70,12763
000435,055,11,03,2,1,1,25,6,1,4,6,1,1,7,1,2,1,54,1,2,1,3,1,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,2,5,4,3,2,2,2,1,1,1,1,1,0,4,4,3,2014-2015,1,2.1666667,50,54,20618
000435,070,11,01,2,2,1,38,1,1,3,6,1,1,2,5,2,1,77,2,2,1,2,1,6,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,5,1,4,2,2,1,1,1,1,1,1,1,5,6,3,2014-2015,0,2.25,200,77,54759
000437,057,11,01,2,2,1,44,2,1,3,6,1,1,2,5,2,1,20,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,2,1,6,4,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,2,800,20,25165
000437,057,11,02,2,2,2,43,2,1,2,99,2,2,99,1,2,1,94,2,2,6,2,4,10,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,1,2,1,6,4,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,2,800,94,18521
000477,034,11,01,2,2,1,48,2,1,4,2,99,99,1,5,1,1,70,2,2,6,1,4,7,2,1,1,2,1,1,0,0,0,1,2,1,2,2,1,1,3,1,2,1,2,1,1,1,1,1,1,0,2,4,3,2014-2015,0,25,400,70,17990
000477,034,11,02,2,2,2,48,2,1,2,99,2,2,99,1,2,1,63,1,,1,1,4,7,2,2,1,2,1,0,0,0,0,1,1,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,1,0,2,4,3,2014-2015,0,28,400,63,11262
000477,110,11,01,2,2,1,41,2,1,4,2,99,99,1,5,2,1,70,2,2,6,2,4,7,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,2,2,1,1,1,1,1,1,0,2,4,3,2014-2015,0,15,200,70,23249
000508,019,11,01,2,2,2,56,6,1,1,99,2,2,99,1,1,1,76,2,2,8,3,1,8,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,3,1,1,1,1,1,1,0,2,2,3,2014-2015,0,1,100,76,7305
000528,059,11,02,2,2,2,40,2,1,3,2,99,99,1,5,2,1,30,2,2,1,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,3,2,6,99,1,1,1,1,1,1,3,5,3,2014-2015,0,10,150,30,14548
000528,101,11,01,2,1,1,44,2,1,1,99,2,2,99,1,2,1,36,2,2,1,1,1,10,2,1,1,2,0,0,0,0,1,2,2,2,2,1,3,3,5,4,2,1,6,99,1,1,1,2,1,0,1,6,3,2014-2015,1,5,120,36,13942
000534,061,11,01,2,2,1,49,2,1,4,2,99,99,2,5,2,1,72,2,2,1,1,1,5,2,2,2,2,0,0,0,0,1,1,2,2,2,2,1,3,6,3,4,3,2,1,1,1,1,1,1,0,2,3,3,2014-2015,0,8,30,72,14053
000563,111,11,01,2,2,1,47,5,1,4,2,99,99,1,5,2,1,58,2,2,1,1,1,7,2,2,1,2,1,0,0,0,0,1,2,2,2,2,4,3,6,4,1,0,2,1,2,1,2,2,1,0,1,1,3,2014-2015,0,4,50,58,13285
000564,029,11,01,2,2,1,48,2,1,3,2,99,99,1,5,1,1,50,2,2,1,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,3,2,1,2,1,1,2,4,1,1,0,2,4,3,2014-2015,0,20,45,50,26996
000564,029,11,02,2,2,2,44,2,1,2,99,2,2,99,1,2,1,72,2,2,8,2,1,6,2,2,1,2,0,0,0,0,1,2,2,2,2,2,1,3,5,3,2,1,2,1,1,2,4,1,1,0,2,4,3,2014-2015,0,15,45,72,15353
000564,051,11,01,2,2,1,51,4,1,3,2,99,99,1,5,1,1,77,2,2,6,1,1,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,3,4,1,2,1,1,2,1,1,1,0,1,1,3,2014-2015,0,27.166666,50,77,37576
000623,098,11,01,2,1,1,46,1,1,2,99,2,2,99,1,2,1,48,2,2,8,3,4,10,2,2,1,2,0,0,0,0,1,2,2,2,2,2,1,3,6,4,6,3,2,1,1,2,7,,1,0,2,5,3,2014-2015,1,10,100,48,5536
000624,051,11,01,2,2,1,53,1,2,3,2,99,99,1,5,1,2,58,2,2,6,2,4,10,2,2,1,1,1,0,1,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,6,3,2014-2015,0,31,700,12,19148
000624,051,11,02,2,2,2,48,1,1,2,99,2,2,99,1,2,1,90,2,2,1,2,4,5,2,2,1,1,1,0,1,0,0,1,2,2,2,2,1,1,5,1,3,2,2,1,1,1,1,1,1,1,2,6,3,2014-2015,0,15,700,90,22323
000636,075,11,01,2,2,1,54,2,1,2,99,2,1,99,1,1,1,64,2,2,6,1,4,10,2,2,1,1,0,1,1,0,0,1,2,2,2,2,1,1,3,1,7,3,6,99,1,1,1,1,1,1,3,4,3,2014-2015,0,25,300,64,77650
000636,075,11,03,2,2,2,26,6,1,3,6,2,1,2,1,2,1,45,2,2,7,2,4,10,2,1,1,1,0,0,0,0,1,1,2,2,2,2,1,1,3,1,7,3,6,99,1,1,1,1,1,1,3,4,3,2014-2015,0,2,300,45,17919
000636,094,11,01,2,2,1,26,6,1,3,1,99,99,1,99,2,1,96,2,2,7,2,4,9,1,1,1,2,1,1,0,0,0,2,2,2,1,2,2,1,3,1,2,1,1,99,1,1,1,2,1,0,1,1,3,2014-2015,0,6.4166665,500,96,30924
000642,020,11,02,2,2,2,48,2,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,8,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,3,1,4,5,3,6,99,1,1,1,1,1,0,2,4,3,2014-2015,0,25,300,30,14261
000642,033,11,01,2,2,1,47,2,1,3,2,99,99,1,5,1,1,50,2,1,6,2,4,10,2,1,1,1,0,1,0,0,0,1,2,2,2,2,1,1,3,1,3,3,2,1,1,1,1,1,1,0,3,4,3,2014-2015,0,23,1200,50,51132
000642,033,11,03,2,2,1,26,6,1,3,6,3,1,2,5,2,1,36,2,2,6,2,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,3,3,2,1,1,1,1,1,1,0,3,4,3,2014-2015,0,.41666666,1200,36,9301
000642,053,11,01,2,2,2,43,4,1,1,99,2,1,99,1,2,1,56,2,2,5,2,4,5,2,2,1,2,1,0,0,0,0,2,2,2,2,1,1,3,4,3,2,1,1,99,1,1,1,1,0,1,1,5,3,2014-2015,0,13,300,56,21577
000642,076,11,01,2,1,1,48,2,1,2,99,2,1,99,1,2,1,40,1,,6,2,4,8,2,1,1,2,0,0,0,0,1,1,1,2,2,2,1,3,4,4,4,2,2,1,1,1,1,1,1,1,2,4,3,2014-2015,1,6.5,500,40,16496
000642,076,11,02,2,2,2,49,2,1,3,2,99,99,1,5,2,2,45,1,,6,2,4,10,2,1,1,1,0,0,0,0,1,1,1,2,2,2,1,3,4,4,4,2,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,.16666667,500,40,36419
000646,025,11,01,2,1,1,37,1,1,4,6,1,1,2,5,2,1,72,1,,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,0,2,1,1,1,1,1,1,1,2,6,3,2014-2015,1,5,250,72,17675
000647,001,11,01,2,2,1,23,1,1,4,6,2,1,2,2,2,1,48,2,2,7,2,4,6,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,3,6,3,1,0,6,99,1,1,1,2,1,0,1,3,3,2014-2015,0,2,80,48,18158
000647,012,11,04,2,1,1,30,6,1,4,6,1,1,2,2,2,1,60,2,1,7,2,4,6,2,2,1,2,1,1,0,0,0,1,2,2,2,2,1,3,6,3,4,3,2,1,1,1,1,1,1,0,4,6,2,2014-2015,1,2,200,60,11710
000647,012,11,05,2,2,1,32,1,1,4,6,1,1,2,4,1,1,60,2,2,6,2,4,6,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,3,6,3,4,3,2,1,1,1,1,1,1,0,4,6,2,2014-2015,0,.083333336,200,60,53535
000741,128,11,01,2,2,1,46,1,1,3,2,99,99,1,5,1,1,35,2,2,6,2,4,10,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,2,1,99,1,1,1,1,1,0,3,3,3,2014-2015,0,22,500,35,16004
000741,128,11,02,2,2,2,48,1,1,1,99,2,2,99,1,2,1,48,2,2,6,2,4,3,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,4,2,1,99,1,1,1,1,1,0,3,3,3,2014-2015,0,3.5,500,48,615
000743,084,11,01,2,1,1,41,1,1,4,6,1,1,2,2,2,1,60,1,2,6,2,4,4,2,2,1,2,0,1,0,0,0,1,2,2,2,2,1,3,6,4,3,2,2,1,1,2,1,1,1,0,3,3,3,2014-2015,1,1.5,70,60,14204
000746,064,11,01,2,2,1,53,2,1,3,2,99,99,1,5,2,1,24,2,2,6,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2014-2015,0,12,800,24,35851
000746,064,11,02,2,1,2,49,2,1,2,99,2,2,99,1,2,1,76,2,2,6,2,4,8,2,2,1,1,0,0,0,0,1,1,2,2,2,2,1,1,5,1,4,3,2,1,1,1,1,1,1,1,3,4,3,2014-2015,1,14,800,76,6513
000746,078,11,01,2,2,1,54,2,1,3,2,99,99,1,5,1,1,40,2,2,6,2,4,10,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,2,1,1,1,1,1,0,2,4,3,2014-2015,0,23,50,40,25122
000746,078,11,02,2,2,2,48,2,1,3,2,99,99,2,5,1,1,55,2,2,6,2,4,10,2,2,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,3,2,2,2,1,1,1,1,1,0,2,4,3,2014-2015,0,.083333336,50,55,19069
000746,094,11,01,2,2,1,54,2,1,4,2,99,99,1,5,2,1,48,2,2,6,2,4,4,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,1,5,4,4,1,2,1,1,1,1,1,1,0,3,4,3,2014-2015,0,14,100,48,26836
000747,045,11,01,2,2,2,26,6,1,3,2,99,99,2,5,2,1,36,2,2,6,2,4,11,1,2,1,2,0,1,0,0,0,1,2,2,2,2,1,3,5,4,2,1,6,99,1,1,1,1,1,0,1,1,3,2014-2015,0,.75,100,36,18645
000747,081,11,01,2,2,1,58,2,1,3,2,99,99,1,5,1,1,60,2,2,6,1,4,8,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,32,2200,60,34802
000747,081,11,02,2,2,2,47,2,1,3,2,99,99,1,5,1,1,48,2,2,6,2,4,10,2,1,1,1,0,0,1,0,0,1,2,2,2,2,1,1,3,1,2,1,2,1,1,1,1,1,1,1,2,4,3,2014-2015,0,25,2200,48,33220
000753,058,11,01,2,2,1,37,1,1,3,2,99,99,2,5,2,1,36,2,2,5,2,4,8,2,2,1,1,0,0,1,0,0,1,2,2,2,2,1,3,5,4,1,0,1,99,6,99,6,1,1,0,2,3,3,2014-2015,0,.58333331,70,36,24412
000753,058,11,02,2,2,2,39,1,1,3,2,99,99,2,5,2,1,36,2,2,6,2,4,10,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,4,1,0,1,99,6,99,6,1,1,0,2,3,3,2014-2015,0,7.4166665,70,36,28488
000757,071,11,01,2,2,2,55,4,1,3,2,99,99,1,5,2,1,30,2,2,6,2,4,8,2,2,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,8,1,0,2,2,1,2,1,2,1,0,1,2,3,2014-2015,0,31,30,30,23128
000764,001,11,01,2,2,1,30,6,1,3,6,1,1,2,5,1,1,84,2,1,1,1,4,10,2,1,1,2,0,0,0,0,1,1,2,2,2,2,3,1,3,1,3,2,7,99,1,1,1,2,1,1,2,2,3,2014-2015,0,4,1000,84,51166
000764,044,11,03,2,1,1,25,6,1,2,99,2,2,99,1,2,1,38,2,2,6,2,4,8,2,1,2,2,1,0,0,0,0,2,2,2,2,2,2,1,3,1,3,2,1,99,1,1,1,1,1,1,2,3,3,2014-2015,1,5,720,38,23773
000764,119,11,01,2,2,1,55,2,1,4,6,1,1,2,5,2,2,80,2,2,6,2,1,7,2,2,2,1,1,0,0,0,0,1,2,2,2,2,2,1,1,3,4,2,1,99,1,1,1,1,1,1,2,3,3,2014-2015,0,10,560,84,43708
000769,013,11,01,2,1,1,48,2,1,3,1,99,99,1,99,1,1,66,2,2,1,2,4,6,2,1,1,2,0,0,0,0,1,2,2,2,1,2,1,1,3,1,5,4,2,1,1,1,1,1,1,0,1,5,3,2014-2015,1,25,1000,66,45223
000769,026,11,01,2,2,1,43,2,1,1,99,1,1,99,2,2,1,45,2,2,1,2,4,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,3,8,6,2,1,1,1,1,1,1,1,4,7,3,2014-2015,0,8,600,45,48079
000769,026,11,06,2,2,1,45,6,1,1,99,1,1,99,2,2,1,48,2,2,1,1,1,9,2,1,1,2,0,0,0,0,1,1,2,2,2,2,1,3,5,3,8,6,2,1,1,1,1,1,1,1,4,7,3,2014-2015,0,3,600,48,48079
000776,031,11,01,2,1,1,42,1,1,2,99,2,2,99,1,2,2,40,1,2,1,2,4,5,2,1,1,2,1,1,0,1,0,2,2,2,2,1,1,3,4,3,2,2,2,1,1,1,1,1,1,0,4,4,3,2014-2015,1,5,150,60,6065
000776,048,11,01,2,2,1,49,2,1,3,2,99,99,1,5,1,1,31,2,2,1,2,1,11,1,1,1,2,1,0,0,0,0,1,2,2,2,2,4,1,3,1,3,3,2,3,2,1,2,2,1,0,4,4,3,2014-2015,0,28,200,31,14343
000776,059,11,01,2,2,1,64,2,1,3,1,99,99,1,99,1,1,43,2,2,6,2,4,8,2,2,1,2,0,0,0,0,1,1,2,2,2,2,4,1,5,3,4,3,2,1,2,1,1,2,1,0,3,4,3,2014-2015,0,35,200,43,15588
000776,059,11,02,2,1,2,55,2,1,2,99,2,2,99,1,2,1,70,2,2,1,1,1,10,2,2,1,1,0,0,0,0,1,1,2,2,2,2,4,1,5,3,4,3,2,1,2,1,1,2,1,0,3,4,3,2014-2015,1,3,200,70,3614
000780,070,11,01,2,2,1,50,2,1,3,2,99,99,1,5,2,1,40,2,2,6,2,4,9,2,1,1,1,1,0,0,0,0,1,2,2,2,2,1,3,5,4,5,3,2,1,1,1,1,1,1,1,3,6,3,2014-2015,0,25,400,40,15539
000780,109,11,01,2,2,2,59,3,1,3,2,99,99,1,5,1,1,43,1,,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,6,4,2,1,1,1,1,1,1,1,6,8,3,2014-2015,0,30,800,43,14579
000780,127,11,02,2,2,1,30,6,1,2,99,2,1,99,1,2,1,35,2,2,6,2,4,10,2,1,1,1,0,0,0,0,1,2,2,2,2,2,1,3,3,3,6,2,2,1,1,1,1,1,1,0,2,3,3,2014-2015,0,7,300,35,11659
000782,073,11,01,2,1,1,54,1,1,2,99,1,2,99,1,2,1,60,2,2,1,2,1,5,2,2,2,2,0,1,0,0,0,2,2,2,2,2,4,3,6,4,1,1,2,2,2,1,2,2,1,0,2,3,3,2014-2015,1,30,70,60,17849
000783,044,11,02,2,1,1,25,6,1,3,5,2,1,2,4,2,1,72,2,2,1,2,4,8,2,1,2,2,1,1,0,0,0,1,2,2,2,2,4,3,4,3,4,2,2,1,2,1,2,2,1,0,2,3,3,2014-2015,1,3,400,72,16288
000783,056,11,01,2,2,2,49,6,1,3,6,1,1,1,5,2,1,44,2,2,6,2,4,10,2,1,1,1,1,1,0,0,0,1,2,2,2,2,1,3,5,3,6,4,2,1,1,1,1,1,1,1,5,5,3,2014-2015,0,18,700,44,71029
000796,033,11,04,2,2,2,25,6,1,3,6,1,2,7,2,2,2,40,2,2,6,2,4,10,2,1,1,2,1,0,0,0,0,1,2,2,2,2,1,1,5,1,5,3,2,1,1,1,1,1,1,1,4,6,3,2014-2015,0,.083333336,250,15,8501
